PartNum,Conversion Code
13-1240,BACKFLOW
13-1240,IRRIGATION
13-1240,FEBCO
13-1250,BACKFLOW
13-1250,FEBCO
13-1251,FEBCO
13-1260,FEBCO
13-1260,BACKFLOW
13-1260,IRRIGATION
13-1267,HEADER
13-1280,BACKFLOW
13-1280,FEBCO
13-1280,IRRIGATION
13-1300,BACKFLOW
13-1300,FEBCO
13-1304,FEBCO
13-1305,FEBCO
13-1306,FEBCO
13-1310,FEBCO
13-1311,FEBCO
13-1312,FEBCO
13-1313,FEBCO
13-1320,BACKFLOW
13-1320,FEBCO
13-1320,FEBCO
13-1331,TORO
13-1334,HUNTER
13-1340,FEBCO
13-1360,FEBCO
13-1360,IRRIGATION
13-1360,BACKFLOW
13-1361,FEBCO
13-1361,BACKFLOW
13-1361,IRRIGATION
13-1362,FEBCO
13-1380,BACKFLOW
13-1380,IRRIGATION
13-1380,FEBCO
13-1397,FEBCO
13-1398,FEBCO
13-1399,FEBCO
13-1400,BACKFLOW
13-1400,IRRIGATION
13-1400,FEBCO
131-4009,PTS
13-1401,FEBCO
131-4010,PTS
13-1402,FEBCO
13-1403,FEBCO
13-1404,WILKINS
13-1405,IRRBID
13-1406,FEBCO
13-1407,FEBCO
13-1408,WATTS
13-1410,WATTS
13-1411,FEBCO
13-1412,FEBCO
13-1413,FEBCO
13-1414,IRRBID
13-1415,FEBCO
13-1416,FEBCO
13-1417,FEBCO
13-1418,FEBCO
13-1419,FEBCO
13-1420,IRRIGATION
13-1420,WILKINS
13-1421,WILKINS
13-1422,WILKINS
13-1423,WILKINS
13-1424,WILKINS
13-1425,WILKINS
13-1426,FEBCO
13-1427,FEBCO
13-1428,FEBCO
13-1429,SPOOL
13-1429,IRRBID
13-1430,WATTS
13-1431,WATTS
13-1432,WATTS
13-1433,WATTS
13-1434,WILKINS
13-1435,IRRBID
13-1435,SPOOL
13-1436,WATTS
13-1437,WILKINS
13-1438,WATTS
13-1439,IRRBID
13-1439,WILKINS
13-1440,WILKINS
13-1440,IRRIGATION
13-1441,WILKINS
13-1442,WILKINS
13-1443,FEBCO
13-1444,FEBCO
13-1445,SPOOL
13-1446,WILKINS
13-1447,WILKINS
13-1448,FITTING
13-1449,SPOOL
13-1450,SPOOL
13-1451,FEBCO
13-1460,IRRIGATION
13-1460,WILKINS
13-1461,WATTS
13-1462,WATTS
13-1463,WILKINS
13-1464,WILKINS
13-1465,WILKINS
13-1480,IRRIGATION
13-1480,WILKINS
13-1481,WILKINS
13-1482,WILKINS
13-1483,WILKINS
13-1487,WILKINS
13-1488,WILKINS
13-1500,WILKINS
13-1500,IRRIGATION
13-1501,WILKINS
13-1505,WILKINS
13-1506,WILKINS
13-1507,WILKINS
13-1508,WILKINS
13-1509,WILKINS
13-1510,WILKINS
13-1511,WILKINS
13-1517,WILKINS
13-1520,WILKINS
13-1520,IRRIGATION
13-1540,WILKINS
13-1560,WILKINS
13-1560,IRRIGATION
13-1570,WILKINS
13-1571,WILKINS
13-1575,WILKINS
13-1576,WILKINS
13-1577,WILKINS
13-1578,WILKINS
13-1580,WILKINS
13-1580,IRRIGATION
13-1581,WILKINS
13-1582,WILKINS
13-1583,WILKINS
13-1584,WILKINS
13-1585,WILKINS
13-1586,WILKINS
13-1587,WILKINS
13-1588,WILKINS
13-1591,WILKINS
13-1592,WILKINS
13-1593,WILKINS
13-1594,WILKINS
13-1595,WILKINS
13-1596,WILKINS
13-1597,WILKINS
13-1598,WILKINS
13-15981,WILKINS
13-1599,WILKINS
13-1600,IRRIGATION
13-1601,WILKINS
13-1602,WILKINS
13-1605,WILKINS
13-1606,WILKINS
13-1607,WILKINS
13-1609,WILKINS
13-1610,WILKINS
13-1612,WILKINS
13-1614,WILKINS
13-1615,WILKINS
13-1616,WILKINS
13-1617,WILKINS
13-1618,WILKINS
13-1619,WILKINS
13-1621,WILKINS
13-1622,WILKINS
13-1623,WILKINS
13-1624,WILKINS
13-1625,WILKINS
13-1626,WILKINS
13-1627,WILKINS
13-1628,IRRBID
13-1629,WILKINS
13-1630,WILKINS
13-1631,WILKINS
13-1632,WILKINS
13-1633,WILKINS
13-1634,WILKINS
13-1635,WILKINS
13-1636,WILKINS
13-1637,WILKINS
13-1694,WILKINS
13-1695,WILKINS
13-1696,WILKINS
13-1697,WILKINS
13-1698,WATTS
13-1699,WILKINS
13-1700,WATTS
13-1701,WATTS
13-1702,WATTS
13-1703,WATTS
13-1704,WATTS
13-1705,WATTS
13-1706,WATTS
13-1707,WATTS
13-1708,WATTS
13-1710,WATTS
13-1711,WATTS
13-1720,WILKINS
13-1721,WILKINS
13-17211,WILKINS
13-1722,WILKINS
13-1723,WILKINS
13-1724,WILKINS
13-1725,WILKINS
13-1726,WILKINS
13-1727,WILKINS
13-1728,WILKINS
13-1729,WILKINS
13-1730,WILKINS
13-1731,WILKINS
13-1732,WILKINS
13-1733,WILKINS
13-1740,WILKINS
13-1741,WILKINS
13-1742,WILKINS
13-1743,WILKINS
13-1744,WILKINS
13-1745,WILKINS
13-1746,WILKINS
13-1747,WILKINS
13-1748,WILKINS
13-1749,WILKINS
13-1750,WILKINS
13-1751,WILKINS
13-1752,WILKINS
13-1753,WILKINS
13-1754,WILKINS
13-1755,WILKINS
13-1756,WILKINS
13-1757,WILKINS
13-1758,WILKINS
13-1759,WILKINS
13-1760,WILKINS
13-1761,WILKINS
13-1762,WILKINS
13-1811,WILKINS
13-1812,WILKINS
13-1813,WILKINS
13-1814,WILKINS
13-1815,WILKINS
13-1816,WILKINS
13-1817,WILKINS
13-1818,WILKINS
13-1819,WILKINS
13-1820,WILKINS
13-1821,WILKINS
13-1822,WILKINS
13-2000,WEATHERMATIC
13-2001,WEATHERMATIC
13-2002,WEATHERMATIC
13-2003,WEATHERMATIC
13-2004,WEATHERMATIC
13-2005,WEATHERMATIC
13-2006,WEATHERMATIC
13-2008,WEATHERMATIC
13-2009,WEATHERMATIC
13-2010,ML
13-2020,ML
13-2030,ML
13-2040,ML
13-2050,ML
1320-501,CISS1
1320-505,CISS5
1320-515,CISS15
13-2060,ML
13-2070,ML
13-2080,ML
13-2090,ML
13-2100,ML
13-2110,ML
1321-105,DEND5
13-2120,ML
13-2130,ML
13-2135,ML
13-2136,ML
13-21361,ML
13-2137,ML
13-2140,ML
13-2145,ML
13-2150,ML
13-2155,ML
13-2160,ML
13-2165,ML
13-2166,ML
13-2167,HDPE
13-2168,HDPE
13-2170,ML
13-2180,ML
13-2190,ML
13-2200,ML
13-2220,ML
13-2230,ML
13-2240,ML
13-2250,ML
1322-501,CISS1
1322-505,CISS5
1322-515,CISS15
13-2260,ML
13-2270,ML
13-2280,ML
13-2290,ML
13-2300,ML
13-2301,ML
13-2302,ML
13-2303,ML
13-2304,ML
13-23041,ML
13-2305,ML
13-2306,ML
13-2307,ML
13-2310,LAT
13-2320,LAT
13-2330,LAT
13-2340,LAT
13-2350,LAT
1323-501,CISS1
1323-505,CISS5
1323-515,CISS15
13-2360,LAT
13-2370,LAT
13-2380,LAT
13-2390,LAT
13-2400,LAT
13240-199,RDRIP
13240-199,RAINBIRD
13240-200,RAINBIRD
13240-200,RDRIP
13240-201,RAINBIRD
13240-201,RDRIP
13240-202,RAINBIRD
13240-202,RDRIP
13240-203,RDRIP
13240-203,RAINBIRD
13240-204,RAINBIRD
13240-204,RDRIP
13240-205,RAINBIRD
13240-205,RDRIP
13240-206,RAINBIRD
13240-206,RDRIP
13240-207,RDRIP
13240-208,RAINBIRD
13240-208,RDRIP
13240-215,SALCO
13240-216,SALCO
13240-217,SALCO
13240-218,SALCO
13240-218,NDS
13240-239,RAINBIRD
13240-239,RDRIP
13240-240,RDRIP
13240-240,RAINBIRD
13240-241,RDRIP
13240-241,RAINBIRD
13240-242,RAINBIRD
13240-242,RDRIP
13240-243,RAINBIRD
13240-243,RDRIP
13-2410,LAT
1324-144,RDRIP
1324-145,RDRIP
1324-146,RDRIP
13-2420,LAT
13-2430,LAT
13-2440,LAT
13-2450,LAT
1324-501,CISS1
1324-505,CISS5
13-2460,LAT
13-2470,LAT
13-2480,LAT
13-2481,LAT
13-2482,LAT
13-2483,LAT
13-2500,LAT
13-2501,POLY
13-2502,POLY
13-2503,POLY
13-2504,POLY
13-2505,HAYWARD
13-2505,IRRBID
13-2507,HAYWARD
13-2510,LAT
1325-101,HESP1
13-2520,LAT
1325-201,HESP1
13-2530,LAT
13-2540,LAT
13-2550,LAT
13-2560,LAT
13-2570,LAT
13-2580,LAT
13-2590,IRRIGATION
13-2590,LAT
13-2590,IRRBID
13-2600,SLV
13-2610,SLV
13-2612,SLV
13-2616,SLV
13-2620,SLV
13-2630,SLV
13-2640,SLV
13-2650,SLV
1326-515,CISS15
13-2660,SLV
13-2670,SLV
13-2671,SLV
13-2680,SLV
13-2690,SLV
13-2700,SLV
13-2720,SLV
13-2730,SLV
13-2740,SLV
13-2750,SLV
13-2760,SLV
13-2761,SLV
13-2762,SLV
13-2800,WEATHERTRAK
13-2801,WEATHER
13-2801,WEATHERTRAK
13-2802,WEATHERTRAK
13-2802,WEATHER
13-2803,WEATHERTRAK
13-2803,WEATHER
13-2803,WEATHERTRAC
13-2804,WEATHERTRAK
13-2804,WEATHER
13-2805,WEATHERTRAK
13-2805,WEATHER
13-2806,WEATHER
13-2806,WEATHERTRAK
13-2807,WEATHERTRAK
13-2807,WEATHER
13-2808,WEATHER
13-2808,WEATHERTRAK
13-2809,WEATHERTRAK
13-2809,WEATHER
13-2810,WEATHER
13-2810,WEATHERTRAK
1328-101,DALE1
13-2811,WEATHERTRAK
13-2812,WEATHERTRAK
13-2812,WEATHER
13-2813,WEATHERTRAK
13-2814,WEATHERTRAC
13-2814,WEATHERTRAK
13-2814,WEATHER
13-2815,WEATHERTRAK
13-2815,WEATHERTRAC
13-2815,WEATHER
13-2816,WIRE
13-2816,PAIGE
13-2817,WEATHERTRAK
13-2817,WEATHER
13-2818,WEATHERTRAK
13-2818,WEATHER
13-2819,IRRSTOCK
13-2819,IMPERIAL
13-2819,IRRBID
13-2820,WEATHERTRAK
13-2820,WIRE
13-2820,PAIGE
13-2821,WEATHERTRAK
13-2822,WEATHERTRAK
13-2823,WEATHERTRAK
13-2824,WEATHERTRAK
13-2824,WEATHER
13-2825,WEATHERTRAK
13-2825,WEATHER
13-2826,IRRBID
13-2826,IMPERIAL
1328-501,DALE5
1328-505,DALE5
13-3001,WATTS
13-3002,WATTS
13-3003,WATTS
13-3004,WATTS
13-3005,WATTS
13-3006,WATTS
13-3007,WATTS
13-30071,CONDUIT
1330-105,CIST5
1330-205,CIST5
1330-401,CIST1
1330-405,CIST5
1330-501,CIST1
1330-505,CIST5
1330-601,CIST1
1330-605,CIST5
1330-701,CIST1
1330-705,CIST5
1330-801,CIST1
1330-805,CIST5
1330-905,CIST5
1331-115,AVOC15
1331-405,CIST5
1331-501,CIST1
1331-505,CIST5
1331-506,CIST5
1331-605,CIST5
1331-701,CIST1
1331-705,CIST5
1332-305,CIST5
1332-401,CIST1
1332-501,CIST1
1333-501,CIST1
13-3399,WATTS
1334-501,CIST1
1334-505,CIST5
1335-501,CIST1
1335-505,CIST5
1335-515,CIST15
1335-601,CIST1
1336-505,CIST5
1336-590,CIST1
1337-501,CIST1
13-4000,WATTS
13-4001,WATTS
13-4002,WATTS
13-4003,WATTS
1340-036,CITR36
13-4004,WATTS
13-4005,WATTS
13-4006,WATTS
13-4007,WATTS
13-4008,DCB
13-4009,WATTS
13-4010,WATTS
13-4011,WATTS
13-4012,WATTS
13-4013,WATTS
13-4014,WATTS
13-4015,WATTS
13-4016,WATTS
13-4017,WATTS
13-4018,WATTS
13-4019,WATTS
13-4020,WATTS
13-4021,WATTS
13-4022,WATTS
1340-224,CITR24
13-4023,WATTS
13-4024,WATTS
13-4025,WATTS
13-40251,WATTS
13-4026,WATTS
13-4027,WATTS
13-4028,WATTS
13-4029,WATTS
13-4030,WATTS
13-4031,WATTS
1340-315,CITR15
13-4032,WATTS
1340-324,CITR24
13-4033,WATTS
13-4034,WATTS
13-4035,WATTS
13-4036,WATTS
13-4037,WATTS
13-4038,WATTS
13-4039,WATTS
13-4040,WATTS
13-4041,WATTS
1340-415,CITR15
13-4042,WATTS
13-4043,WATTS
13-4044,WATTS
13-4045,WATTS
13-4046,WATTS
13-4047,WATTS
13-4049,WATTS
13-4050,WATTS
13-4051,WATTS
1340-515,CITR15
13-4052,WATTS
1340-524,CITR24
13-4053,WATTS
13-4054,WATTS
13-4055,WATTS
13-4056,WATTS
13-4057,WATTS
13-4058,WATTS
13-4059,WATTS
13-4060,WATTS
13-4061,WATTS
1340-615,CITR15
13-4062,WATTS
1340-624,CITR24
13-4063,WATTS
13-4063.1,WATTS
13-4064,WATTS
13-4065,WATTS
13-4066,WATTS
13-4067,WATTS
13-4068,WATTS
13-4069,WATTS
13-4070,WATTS
13-4071,WATTS
1340-715,CITR15
13-4072,WATTS
1340-724,CITR24
1340-725,CITR24
1340-726,CITR24
1340-727,CITR24
13-4073,WATTS
13-4076,WATTS
1340-815,CITR15
1340-824,CITR24
1340-915,CITR15
1340-924,CITR24
1341-015,CITR15
1341-024,CITR24
1341-036,CITR36
1341-115,CITR15
1341-124,CITR24
1341-136,CITR36
1341-148,CITR36
1341-215,CITR15
1341-224,CITR24
1341-236,CITR36
1341-315,CITR15
1341-324,CITR24
1341-336,CITR36
13-4140,WATTS
13-4141,WATTS
1341-415,CITR15
13-4142,WATTS
1341-424,CITR24
13-4143,WATTS
1341-436,CITR36
13-4144,WATTS
1341-515,CITR15
1341-524,CITR24
1341-536,CITR36
13-4155,WATTS
13-4156,WATTS
13-4157,WATTS
13-4158,WATTS
13-4159,WATTS
13-4160,WATTS
13-4161,WATTS
1341-615,CITR15
13-4162,WATTS
1341-624,CITR24
1341-636,CITR36
1341-715,CITR15
1341-724,CITR24
1341-736,CITR36
1341-815,CITR15
1341-824,CITR24
1341-836,CITR36
1341-915,CITR15
1341-924,CITR24
1341-936,CITR36
13420-001,RDRIP
13420-002,RAINBIRD
13420-003,RDRIP
13420-003,RAINBIRD
13420-004,RDRIP
13420-005,RDRIP
13420-006,RAINBIRD
13420-006,RDRIP
13420-007,RDRIP
13420-007,RAINBIRD
13420-008,RDRIP
13420-009,RAINBIRD
13420-009,IRRBID
13420-010,RAINBIRD
13420-010,RDRIP
13420-011,RAINBIRD
13420-011,RDRIP
13420-012,RAINBIRD
13420-012,RDRIP
13420-072,GPH
13420-073,RAINBIRD
13420-074,GPH
13420-075,GPH
13420-076,GPH
13420-077,GPH
13420-078,GPH
13420-079,GPH
13420-080,RDRIP
13420-081,RDRIP
13420-082,RDRIP
13420-082,RAINBIRD
13420-083,RDRIP
13420-084,RDRIP
13420-085,RDRIP
13420-086,RAINBIRD
13420-087,RAINBIRD
13420-088,RAINBIRD
13420-088,RDRIP
13420-089,GPH
13420-090,GPH
13420-0901,GPH
13420-0902,GPH
13420-0903,GPH
13420-0904,GPH
13420-091,GPH
13420-092,GPH
13420-092,IRRBID
13420-092,IRRIGATION
13420-093,IRRIGATION
13420-093,GPH
13420-094,GPH
13420-095,GPH
13420-096,GPH
13420-097,GPH
13420-098,GPH
13420-098,1812
13420-099,GPH
13420-100,RAINBIRD
13420-100,RDRIP
13420-101,RDRIP
13420-102,RDRIP
13420-103,RDRIP
13420-104,RDRIP
13420-105,RDRIP
13420-105,RAINBIRD
13420-106,RDRIP
13420-1061,RAINBIRD
13420-107,RDRIP
13420-108,AGRIFIM
13420-109,RDRIP
13420-110,SALCO
134201-100,ECO
134201-100,SALCO
134201-101,SALCO
134201-101,ECO
134201-102,SALCO
134201-102,ECO
134201-103,GPH
13420-111,ROBERTS
13420-112,RAINBIRD
134201-129,GPH
13420-113,IRRBID
13420-114,ROBERTS
13420-115,SALCO
13420-116,BOWSMITH
13420-118,RDRIP
13420-118,RAINBIRD
13420-119,SALCO
13420-120,RAINBIRD
13420-120,RDRIP
13420-121,SALCO
13420-122,SALCO
13420-123,SALCO
13420-124,SALCO
13420-125,RDRIP
13420-125,RAINBIRD
13420-126,SALCO
13420-1261,BACKFLOW
13420-127,SALCO
13420-128,SALCO
13420-129,SALCO
13420-1291,VALCON
13420-130,RDRIP
13420-130,RAINBIRD
13420-1301,RAINBIRD
13420-131,SALCO
13420-132,SALCO
13420-133,SALCO
13420-134,SALCO
13420-135,RDRIP
13420-135,RAINBIRD
13420-136,SALCO
13420-137,RDRIP
13420-138,RDRIP
13420-139,RDRIP
13420-141,RDRIP
13420-142,RDRIP
13420-143,RDRIP
13420-144,RDRIP
13420-1441,RDRIP
13420-145,RAINBIRD
13420-146,RDRIP
13420-147,RAINBIRD
13420-148,RAINBIRD
13420-148,RDRIP
13420-149,RDRIP
13420-150,IRRBID
13420-151,SALCO
13420-152,SALCO
13420-153,RAINBIRD
13420-154,RDRIP
13420-154,RAINBIRD
13420-155,RDRIP
13420-156,RDRIP
13420-157,RDRIP
13420-157,RAINBIRD
13420-158,RAINBIRD
13420-158,RDRIP
13420-159,RAINBIRD
13420-159,RDRIP
13420-160,RVALVE
13420-160,RDRIP
13420-161,RDRIP
13420-161,RVALVE
13420-162,RDRIP
13420-163,RDRIP
13420-164,RDRIP
13420-165,RDRIP
13420-166,RDRIP
13420-1661,RDRIP
13420-1661,RAINBIRD
13420-167,RDRIP
13420-168,RDRIP
13420-169,RDRIP
13420-1691,RDRIP
13420-1691,RAINBIRD
13420-1692,RDRIP
13420-170,RDRIP
13420-171,RAINBIRD
13420-171,RDRIP
13420-172,RDRIP
13420-173,RDRIP
13420-173,RAINBIRD
13420-174,RDRIP
13420-175,RAINBIRD
13420-175,RDRIP
13420-176,IRRBID
13420-177,RDRIP
13420-1771,RAINBIRD
13420-1771,RDRIP
13420-178,RDRIP
13420-179,RAINBIRD
13420-179,RDRIP
13420-180,RDRIP
13420-181,RAINBIRD
13420-181,RDRIP
13420-182,RAINBIRD
13420-182,RDRIP
13420-183,RDRIP
13420-183,RAINBIRD
13420-184,RAINBIRD
13420-184,RDRIP
13420-185,RDRIP
13420-185,RAINBIRD
13420-186,RDRIP
13420-187,RAINBIRD
13420-187,RDRIP
13420-188,RVALVE
13420-188,RAINBIRD
13420-188,RDRIP
13420-189,RDRIP
13420-189,RAINBIRD
13420-190,RDRIP
13420-190,RAINBIRD
13420-191,RDRIP
13420-191,RAINBIRD
13420-192,RDRIP
13420-192,RVALVE
13420-193,RDRIP
13420-194,RDRIP
13420-195,RAINBIRD
13420-195,RDRIP
13420-196,RDRIP
13420-196,RAINBIRD
13420-197,RDRIP
13420-197,RAINBIRD
13420-198,RDRIP
13420-198,RAINBIRD
13420-199,RDRIP
13420-200,SALCO
13420-201,SALCO
13420-202,SALCO
13420-203,SALCO
13420-204,SALCO
13420-205,SALCO
13420-206,SALCO
13420-207,SALCO
13420-208,RVALVE
13420-209,SALCO
13420-210,SALCO
13420-211,SALCO
13420-212,SALCO
13420-213,SALCO
13420-214,SALCO
13420-216,SALCO
13420-217,SALCO
13420-218,SALCO
13420-219,RAINBIRD
13420-219,RDRIP
13420-220,BOWSMITH
13420-221,SALCO
13420-222,RDRIP
13420-222,RAINBIRD
13420-223,RDRIP
13420-224,RDRIP
13420-224,RVALVE
13420-225,RVALVE
13420-225,RAINBIRD
13420-226,RDRIP
13420-226,RAINBIRD
13420-227,RAINBIRD
13420-228,RAINBIRD
13420-229,RDRIP
13420-229,RAINBIRD
13420-230,BOWSMITH
13420-231,BOWSMITH
13420-232,BOWSMITH
13420-233,BOWSMITH
13420-234,RDRIP
13420-234,RAINBIRD
13420-235,RDRIP
13420-235,RAINBIRD
13420-235,RBRASS
13420-236,RAINBIRD
13420-237,RAINBIRD
13420-238,RDRIP
13420-238,RAINBIRD
13420-239,RDRIP
13420-239,RAINBIRD
13420-240,RDRIP
13420-240,RAINBIRD
13420-241,RDRIP
13420-241,RAINBIRD
13420-242,RVALVE
13420-243,RDRIP
13420-243,RAINBIRD
13420-244,RAINBIRD
13420-244,RDRIP
13420-245,SALCO
13420-246,SALCO
13420-275,GPH
13420-276,GPH
13420-277,GPH
13420-278,GPH
13420-279,GPH
1342-030,CITR36
13420-300,RDRIP
13420-301,RAINBIRD
13420-301,RDRIP
13420-302,RDRIP
13420-302,RAINBIRD
1342-036,CITR36
13420-390,RDRIP
13420-391,RDRIP
13420-392,RDRIP
13420-393,RDRIP
13420-393,RAINBIRD
13420-394,RAINBIRD
13420-395,RAINBIRD
13420-395,RDRIP
13420-396,RDRIP
13420-397,RDRIP
13420-900,RDRIP
13420-901,RDRIP
13420-902,RDRIP
13420-903,RDRIP
13420-904,RDRIP
13420-905,RDRIP
13420-906,RAINBIRD
13420-906,RDRIP
13420-907,RDRIP
13420-907,RAINBIRD
13420-908,RAINBIRD
13420-908,RDRIP
13420-909,RDRIP
13420-909,RAINBIRD
1342-101,APOLLO
1342-103,APOLLO
1342-104,APOLLO
1342-104,FEBCO
1342-104,APOLLO
1342-105,CITR5
1342-106,APOLLO
1342-107,APOLLO
1342-108,APOLLO
1342-109,APOLLO
1342-110,APOLLO
13421-108,GPH
13421-109,GPH
1342-111,APOLLO
13421-110,GPH
13421-111,GPH
13421-112,GPH
13421-112,IRRBID
13421-113,IRRBID
13421-113,GPH
13421-114,GPH
13421-115,GPH
13421-116,GPH
13421-117,GPH
13421-118,GPH
1342-112,APOLLO
1342-113,APOLLO
1342-136,CITR36
13422-144,RDRIP
1342-236,CITR36
13423-144,RDRIP
1342-336,CITR36
13424-144,RDRIP
1342-424,CITR24
1342-436,CITR36
13425-144,RDRIP
13426-144,RDRIP
1342-736,CITR36
13429-199,RDRIP
1343-036,CITR36
1343-115,CITR15
1343-136,CITR24
1343-324,CITR24
1343-424,CITR24
1343-524,CITR24
1343-624,CITR24
1343-714,CITRIPOT
1343-715,CITR15
1343-724,CITR24
1343-824,CITR24
1343-924,CITR24
1349-501,CHLO
1349-505,CHLO
1350-515,CLEM15
1350-555,CLEM15
1350-605,CLEM15
1350-615,CLEM15
1350-715,CLEM15
1351-015,CLEM15
1351-305,CLEM15
1351-315,CLEM15
1351-505,CLEM15
1355-405,CLIV5
1355-501,CLIV1
1355-505,CLIV5
1355-601,CLIV1
1355-605,CLIV5
1356-501,CLIV1
1356-505,CLIV5
1356-515,CLIV15
1360-505,CLYT5
1360-505,CLYT5
1360-515,CLYT15
1-4,ALHAMBRA
14-0201,CREATIVE
14-0201,DATA
14-0202,CREATIVE
14-0202,DATA
14-0203,DATA
14-0203,CREATIVE
14-0204,CREATIVE
14-0205,CREATIVE
14-0206,CREATIVE
14-0300,IRRBID
14-0400,IRRBID
1410-005,COPR5
1410-101,COPR1
1410-105,PHYL5
1410-115,PHYL15
1410-215,PHYL15
1410-315,PHYL15
1410-501,COPR1
1410-504,LINER
1410-505,COPR5
1410-515,COPR15
1410-605,COPR5
1410-705,COPR5
1411-105,ASPI5
1411-115,PHYL15
1411-205,ASPI5
1411-501,COPR1
1411-505,COPR5
1411-515,COPR15
1411-605,COPR1
1411-805,COPR5
1412-111,COPR1
1412-305,COPR5
1412-401,COPR1
1412-405,COPR5
1412-415,COPR15
1412-505,COPR5
1412-515,COPR15
1412-605,COPR5
1412-615,COPR15
1412-705,COPR5
1414-005,ECHE5
1414-105,ECHE5
1414-205,ECHE5
1414-305,ECHE5
1414-405,ECHE5
1414-505,ECHE5
1414-605,ECHE5
1414-702,ECHE5
1414-705,ECHE5
1414-802,ECHE5
1414-805,ECHE5
1414-810,ECHE5
1414-902,ECHE5
14-1619,APOLLO
14-1620,APOLLO
14-1621,APOLLO
14-1622,APOLLO
14-1623,APOLLO
14-1624,APOLLO
1420-005,CORD5
14-2001,EZFLO
1420-015,CORD15
1420-101,CORE1
1420-105,CORD1
1420-105,CORD
1420-115,CORD15
1420-124,CORD
1420-136,CORD36
1420-136,CORD
1420-148,CORD
1420-201,CORE1
1420-205,CORD5
1420-215,CORD15
1420-224,CORD
1420-236,CORD36
1420-301,CORE1
1420-305,CORD5
1420-315,CORD15
1420-324,CORD24
1420-401,CORE1
1420-405,CORD5
1420-415,CORD15
1420-424,CORD24
1420-505,CORD5
1420-515,CORD15
1420-524,CORD24
1420-555,CORE1
1420-605,CORD5
1420-615,CORD15
1420-624,CORD24
1420-705,CORD5
1420-715,CORD15
1420-801,CORD1
1420-805,CORD5
1420-815,CORD15
1420-905,CORD5
1420-915,CORD15
1421-005,CORD5
1421-015,CORD15
1421-115,CORD15
1421-205,CORD
1421-215,CORD15
1421-224,CORD24
1421-305,CORD5
1421-315,CORD15
1421-405,CORD5
1421-415,CORD15
1421-505,CORD5
14-2608,SLV
14-2609,SLV
14-2610,SLV
14-2620,SLV
14-2630,SLV
14-2640,SLV
14-2650,SLV
14-2660,SLV
14-2670,SLV
14-2680,SLV
14-2690,SLV
14-2700,SLV
14-2710,SLV
14-2720,SLV
14-2730,SLV
14-2731,SLV
14-2740,SLV
14-2741,ALERT
14-2741,SLV
14-2750,SLV
1428-004,SALCO
1454-100,GC
1454-105,COTO5
1454-205,COTO1
1454-301,COTO1
1454-305,COTO5
1454-401,COTO1
1454-501,COTO1
1454-505,COTO5
1454-601,COTO1
1454-605,COTO5
1454-701,COTO1
1454-705,COTO5
1454-805,COTO5
1454-905,COTO5
1455-501,COTO1
1455-515,COTO5
1455-805,COTO5
1456-105,COTO5
1456-205,COTO5
1456-501,COTO1
1456-505,COTO5
1457-501,COTO1
1457-505,COTO5
1458-501,COTO1
1458-605,COTO5
1458-705,COTO5
1459-005,COTY5
1459-015,CRAS15
1459-101,CRAS1
1459-105,CRAS5
1459-115,CRAS5
1459-201,CRAS1
1459-205,COTY5
1459-215,COTY15
1459-301,COTY1
1459-305,CRAS5
1459-315,CRAS15
1459-401,COTY1
1459-405,COTY5
1459-415,CRAS15
1459-501,COTY1
1459-515,CRAS15
1459-601,COTY1
1459-605,CRAS5
1459-615,CRAS15
1459-701,COTY1
1459-705,COTY5
1459-715,CRAS15
1459-805,COTY5
1459-815,CRAS15
1459-901,CRAS1
1459-905,COTY5
1459-915,CRAS15
1460-605,CYRT5
1478-705,COTO5
1-5,ALHAMBRA
150-040BS,BRASS2
150-060BS,BRASS2
150-240BS,BRASS2
150-300BS,BRASS2
150-360BS,BRASS2
15-1020,NIPPLE
15-1040,NIPPLE
15-1060,NIPPLE
15-1080,NIPPLE
15-1081,NIPPLE
15-1100,NIPPLE
15-1120,NIPPLE
15-1140,NIPPLE
15-1160,NIPPLE
15-1180,NIPPLE
15-1200,NIPPLE
15-1220,NIPPLE
15-1240,NIPPLE
15-1260,NIPPLE
15-1280,NIPPLE
15-1300,NIPPLE
15-1305,NIPPLE
15-1310,NIPPLE
15-1320,NIPPLE
15-1330,NIPPLE
15-1340,NIPPLE
15-1360,NIPPLE
15-1380,NIPPLE
15-1400,NIPPLE
15-1420,NIPPLE
15-1421,NIPPLE
15-1440,NIPPLE
15-1460,NIPPLE
15-1470,NIPPLE
15-1480,NIPPLE
15-1500,NIPPLE
15-1520,NIPPLE
15-1530,FITTING
15-1530,NIPPLE
15-1540,NIPPLE
15-1560,NIPPLE
15-1561,NIPPLE
15-1562,NIPPLE
15-1563,NIPPLE
15-1580,BRASS1
15-1580,FITTING
15-1580,BRASS
15-1581,FITTING
15-1582,FITTING
15-1583,FITTING
15-1584,FITTING
15-1585,FITTING
15-1586,FITTING
15-1590,BRASS1
15-1590,BRASS
15-1600,BRASS
15-1600,BRASS1
15-1600,FITTING
15-1620,BRASS1
15-1620,BRASS
15-1620,FITTING
15-1640,FITTING
15-1640,BRASS
15-1640,BRASS1
15-1645,BRASS
15-1645,BRASS1
15-1650,BRASS
15-1651,FITTING
15-1651,BRASS
15-1652,BRASS
15-1660,BRASS
15-1660,BRASS1
15-1660,FITTING
15-1660,UNION
