PartNum,Conversion Code
4067-805,PENS5
4067-901,PENS1
4067-903,LINER
4068-101,PERO1
4068-201,PERO1
4070-105,PHIL5
407-030,LSBID
4070-415,PHIL15
4070-501,PHIL1
4070-505,PHIL5
4070-515,PHIL15
4070-521,PHIL1
4070-524,PHIL24
4070-601,PHIL1
4070-605,PHIL5
4070-615,PHIL15
4070-701,PHIL1
4070-715,PHIL15
4075-005,PHOR5
4075-015,PHOR15
4075-105,PHOR5
4075-115,PHOR15
4075-205,PHOR5
4075-305,PHOR5
4075-403,PHOR5
4075-501,PHOR1
4075-505,PHOR5
4075-515,PHOR15
4075-516,PHOR15
4075-601,PHOR1
4075-605,PHOR5
4075-615,PHOR15
4075-705,PHOR5
4075-715,PHOR15
4075-801,PHOR1
4075-805,PHOR5
4075-815,PHOR15
4075-901,PHOR1
4075-905,PHOR5
4075-915,PHOR15
4076-001,PHOR15
4076-005,PHOR5
4076-015,PHOR15
4076-105,PHOR5
4076-115,PHOR15
4076-201,PHOR1
4076-205,PHOR5
4076-215,PHOR15
4076-301,PHOR1
4076-305,PHOR5
4076-315,PHOR15
4076-405,PHOR5
4076-415,PHOR15
4076-501,PHOR1
4076-505,PHOR5
4076-515,PHOR15
4076-605,PHOR5
4076-615,PHOR15
4076-705,PHOR5
4076-715,PHOR15
4076-805,PHOR5
4076-815,PHOR15
4076-901,PHOR1
4076-905,PHOR5
4077-005,PHOR5
4077-015,PHOR15
4077-105,PHOR5
4077-115,PHOR15
4077-205,PHOR5
4077-305,PHOR1
4077-405,PHOR5
4077-501,PHOR1
4077-505,PHOR5
4077-515,PHOR15
4077-905,PHOR5
4078-015,PHOR15
4078-105,PHOR5
4078-115,PHOR15
4078-205,PHOR5
4078-305,PHOR5
4078-415,PHOR15
4078-501,PHOR1
4078-505,PHOR5
4078-515,PHOR15
4078-615,PHOR15
4078-715,PHOR15
4078-815,PHOR15
4079-005,PHOR5
4079-105,PHOR5
4079-115,PHOR15
4079-305,PHOR5
4079-405,PHOR5
4079-406,PHOR5
4079-501,PHOR1
4079-505,PHOR5
4079-515,PHOR15
4079-615,PHOR15
4079-715,PHOR15
4079-805,PHOR15
4079-815,PHOR15
4079-905,PHOR5
408-007BS,BRASS2
408-010BS,BRASS2
408-011,PVCFIT
408-012BS,BRASS2
408-013,FITTING
408-014,FITTING
408-015BS,BRASS2
408-020BS,BRASS2
408-025BS,BRASS2
4080-305,PHOR5
408-030BS,BRASS2
4080-401,PHOR1
4080-405,PHOR5
4080-501,PHOR1
4080-505,PHOR5
4080-515,PHOR15
4080-516,PHOR15
4080-615,PHOR15
4080-715,PHOR15
4081-305,PHOR5
4081-415,PHOR15
4081-501,PHOR1
4081-505,PHOR5
4081-515,PHOR15
4081-601,PHOR1
4081-605,PHOR5
4081-701,PHOR1
4081-705,PHOR5
4081-706,PHOR5
4081-805,PHOR5
4081-815,PHOR15
4081-905,PHOR5
4082-001,PHOR1
4082-505,PHOR5
4084-515,PHOR15
4085-201,PHOR1
4085-301,PHOR1
4085-401,PHOR1
4085-501,PHOR1
4085-505,PHOR5
4085-506,PHOR5
4085-515,PHOR15
4085-516,PHOR15
4085-601,PHOR1
4085-605,PHOR5
4085-615,PHOR5
4086-001,PHOR1
4086-002,PHOR1
4086-505,PHOR5
4086-515,PHOR15
4086-615,PHOR15
4086-705,PHOR5
4086-715,PHOR15
4087-215,PHOR5
4087-505,PHOR1
4090-015,PHOR15
4090-501,PHOR1
4090-505,PHOR5
4090-515,PHOR15
4090-601,PHOR1
4091-515,PHOR15
4095-501,PHOT1
4095-505,PHOT5
4095-515,PHOT15
4095-605,PHOT5
4095-615,PHOT15
4095-705,PHOT5
4095-715,PHOT15
4095-815,PHOT15
4095-915,PHOT15
4096-501,PHOT1
4096-505,PHOT5
40-9985,DRAIN
40-9986,DRAIN
40-9987,DRAIN
40-9988,DRAIN
40-9989,DRAIN
40-9991,DPIPE
40-9992,DRAIN
40-9993,DRAIN
40-9994,DRAIN
40-9995,DRAIN
40-9996,DRAIN
40-9997,DRAIN
40-9998,DRAIN
40-9998,DPIPE
40-9999,DFIT
40-9999,DRAIN
4100-0003,QUER15
41-0001,GC
41-0002,GC
41-0011,GC
41-0011,COLOR
41-0105,ACHI5
41-0116,GC
41-0201,ACHI1
41-0204,LINER
41-0205,ACHI5
41-0304,COLOR
41-0304,GC
41-0305,ACHI5
41-0405,ACHI5
41-0505,ACHI5
41-0605,ACHI5
41-0999,LINER
41-1000,GC
41-1001,GC
41-1002,GC
41-1003,GC
41-1004,GC
41-1005,GC
41-1006,GC
41-1007,GC
41-1008,GC
41-1009,GC
41-1010,GC
41-1011,GC
41-1012,GC
41-1012,TRAC1
41-1013,GC
41-1014,GC
41-1015,GC
41-1016,GC
41-1017,GC
41-1020,GC
41-1021,GC
41-1022,GC
41-1023,GC
41-1024,GC
41-1024,HEDE
41-1025,GC
41-1026,GC
41-1040,GC
41-1041,GC
41-1042,GC
41-1059,GC
41-1060,GC
41-1080,GC
41-1090,GC
41-1093,GC
41-1094,GC
41-1095,GC
41-1096,GC
41-1097,GC
41-1098,GC
41-1100,GC
41-1101,GC
41-1102,GC
41-1103,GC
41-1104,GC
41-1105,GC
41-1106,GC
41-1107,GC
41-1108,GC
41-1109,GC
41-1110,GC
41-1111,GC
41-1112,GC
41-1113,GC
41-1114,GC
41-1115,GC
41-1116,GC
41-1117,GC
41-1118,GC
41-1120,GC
41-1121,GC
41-1121,GC
41-1122,GC
41-1123,GC
411-123,CITR24
41-1124,GC
41-1125,GC
41-1126,GC
41-1127,GC
41-1128,PELA
41-1129,GC
41-1130,SEDU
41-1131,GC
41-1132,GC
41-1133,GC
41-1134,GC
41-1135,CEAN15
41-1136,LINER
41-1140,GC
41-1141,GC
41-1142,GC
41-1143,GC
41-1144,ROSM1
41-1144,GC
41-1151,GC
41-1160,GC
41-1200,GC
41-1201,GC
41-1203,GC
41-1204,GC
41-1205,GC
41-1206,GC
41-1207,GAZA1
41-1210,GC
41-1211,GC
41-1212,GC
41-1213,GC
41-1214,GC
41-1216,GC
41-1218,AC
41-1218,GC
41-1218,COLOR
41-1219,LSBID
41-1220,GC
41-1225,AMETEK
41-1234,GC
41-1240,GC
41-1241,GC
41-1242,GC
41-1243,GC
41-1244,GC
41-1245,GC
41-1246,GC
41-1247,SENE5
41-1248,GC
41-1249,GC
41-1250,ACHI1
41-1251,ACOR1
41-1252,GC
41-1254,GC
41-1255,GC
41-1257,GC
41-1258,GC
41-1260,GC
41-1264,GC
41-1265,GC
41-1266,ACHI1
41-1270,ACHI1
41-1271,ACHI1
41-1278,GC
41-1279,GC
41-1280,SOD
41-1281,SOD
41-1282,SOD
41-1283,SOD
41-1284,SOD
41-1285,SOD
41-1286,GC
41-1287,SOD
41-1288,SOD
41-1289,SOD
41-1290,SOD
41-1291,SOD
41-1292,LINER
41-1292,SOD
41-1293,SOD
41-1294,SOD
41-1295,SOD
41-1296,SOD
41-1297,SOD
41-1297,TURF
41-1298,TURF
41-1299,SOD
41-1300,SOD
41-1301,SOD
41-1302,SOD
41-1303,SOD
41-1304,SOD
41-1305,SOD
41-1320,SOD
41-1321,SOD
41-1321,GC
41-1322,LSBID
41-1322,TURF
41-1340,SOD
41-1341,SOD
41-1360,SOD
41-1370,SOD
41-1371,SOD
41-1380,SOD
41-1381,SOD
41-1390,SOD
41-1391,SOD
41-1392,SOD
41-1393,SOD
41-1394,SOD
41-1395,SOD
41-1420,CHEM
41-1420,LSSTOCK
41-1420,SPRAY
41-1440,CHEM
41-1440,LSSTOCK
41-1440,SPRAY
41-1460,LSSTOCK
41-1460,SPRAY
41-1460,CHEM
41-1480,SPRAY
41-1480,LSSTOCK
41-1480,CHEM
41-1500,CHEM
41-1500,SPRAY
41-1500,LSSTOCK
41-1501,IRRSTOCK
41-1520,CHEM
41-1520,LSSTOCK
41-1520,SPRAY
41-1601,GAZA1
41-1604,GC
41-1611,GAZA1
41-1701,ACHI1
4119-001,SEDU1
4119-001,SEDU
4119-004,GC
4119-006,SEDU1
4119-006,COLOR
41-1901,ACHI1
4119-101,SEDU1
4119-104,AC
4119-104,GC
4119-104,COLOR
4119-105,SEDU
4119-106,SEDU
41-1911,ACHI1
4119-111,SEDU1
4119-201,SEDU1
4119-204,GC
4119-205,SEDU
41-1921,ACHI1
4119-301,SEDU1
4119-305,SEDU
41-1931,ACHI1
4119-401,SEDU1
4119-405,SEDU
4119-406,SEDU
41-1941,ACHI1
4119-501,SEDU1
41-1951,ACHI1
4119-601,SEDU1
4119-701,SEDU1
4119-801,SEDU1
4119-901,SEDU1
41-2000,LSBID
4120-001,SEDU1
41-2001,DUCH1
412-007BS,BRASS2
4120-101,SEDU1
412-010BS,BRASS2
4120-124,PHOE24
4120-124,PHOE
4120-136,PHOE
4120-201,SEDU1
41-2101,GC
41-2105,LSBID
41-2109,GC
41-2110,GC
41-2111,SEDU
41-2112,GC
41-2113,SEDU1
41-2116,GC
41-2201,SEDU1
41-2206,SEDU1
41-2211,SEDU1
41-2212,GC
41-2220,GC
41-2221,GC
41-2222,GC
41-2223,GC
41-2231,SEDU1
41-2241,SEDU1
41-2251,SEDU1
41-2258,SEDU1
41-2261,SEDU1
41-2345,GC
41-2346,GC
4125-205,PHOE
4125-205,PHOE5
4126-115,PHOE
4126-124,PHOE
4126-124,PHOE24
4126-136,PHOE
4126-136,PHOE36
4126-148,PHOE
4126-148,PHOE48
4126-260,PHOE
4126-272,PHOE
4126-336,PHOE36
4126-372,PHOE
4128-105,PHOE5
4128-105,PHOE
4128-115,PHOE
4128-124,PHOE24
4128-124,PHOE
4128-130,PHOE36
4128-136,PHOE
4128-136,PHOE36
4128-215,PHOE
4128-224,PHOE
4128-224,PHOE24
4128-236,PHOE36
4128-236,PHOE
4128-248,PHOE48
4128-248,PHOE
4128-324,PHOE24
4128-336,PHOE36
4128-424,PHOE24
4129-124,PHOE24
4129-124,PHOE
4170-115,PHOT15
4170-124,PHOT24
4170-215,PHOT15
4170-315,PHOT15
4170-324,PHOT24
4171-124,PHOT24
4176-315,PHOR15
4176-415,PHOR15
4176-515,PHOR15
4178-515,PHOR15
4178-615,PHOR15
4178-715,PHOR15
4178-815,PHOR15
4200-101,PINU1
4200-105,PINU5
4200-115,PINU15
4200-124,PINU24
4201-115,PLAT15
4201-336,PLAT1
4202-001,PLEC1
4202-201,PLEC1
4202-206,PLEC1
4203-001,CALI1
4203-555,CAES15
4204-101,WEST1
4204-505,WEST5
4206-130,PINU30
4206-136,PINU36
4206-148,PINU48
4206-172,PINU72
4206-224,PINU24
4206-236,PINU36
4208-105,PINU5
4208-115,PINU15
4208-124,PINU24
4208-130,PINU30
4208-136,PINU36
4208-148,PINU48
4208-160,PINU60
4208-172,PINU72
4208-224,PINU24
4208-248,PINU48
4208-501,PINU1
4208-515,PINU15
42-1000,COLOR
42-1001,COLOR
42-1001,GC
42-1002,GC
42-1003,COLOR
42-1004,COLOR
42-1005,COLOR
42-1006,COLOR
42-1007,GC
42-1008,GC
42-1009,AC
42-1009,COLOR
42-1010,GC
4210-101,PINU1
4210-105,PINU5
4210-115,PINU15
4210-124,PINU24
4210-130,PINU30
4210-136,PINU36
4210-148,PINU48
4210-160,PINU60
4210-172,PINU72
42-1018,COLOR
42-1018,GC
42-1019,GC
42-1019,COLOR
42-1020,COLOR
42-1021,LINER
42-1022,LINER
4210-224,PINU24
4210-236,PINU36
4210-260,PINU60
4210-336,PINU36
42-1040,COLOR
42-1060,COLOR
42-1080,COLOR
42-1100,COLOR
42-1110,GC
42-1120,COLOR
42-1140,COLOR
42-1160,COLOR
42-1180,COLOR
42-1200,COLOR
4212-105,PINU5
4212-106,PINU1
4212-115,PINU15
4212-124,PINU24
4212-130,PINU30
4212-136,PINU36
4212-148,PINU48
42-1215,GC
42-1216,GC
4212-160,PINU60
42-1220,COLOR
4212-36L,PINU36
42-1240,COLOR
42-1241,COLOR
42-1260,COLOR
42-1280,COLOR
42-1300,COLOR
42-1320,COLOR
42-1340,COLOR
42-1340,GC
42-1360,COLOR
42-1360,GC
42-1380,GC
42-1380,COLOR
42-1381,VINCA
42-1381,GC
42-1382,GC
42-1400,COLOR
4214-105,PINU5
4214-115,PINU15
4214-124,PINU24
4214-136,PINU36
4214-148,PINU48
4214-160,PINU60
4214-172,PINU72
42-1420,COLOR
42-1420,AC
4214-224,PINU24
4214-236,PINU36
4214-36L,PINU36
42-1440,COLOR
42-1450,COLOR
42-1460,AC
42-1460,COLOR
4215-101,PINU1
4215-105,PINU5
4215-115,PINU15
4215-124,PINU24
4215-136,PINU36
4218-105,PINU5
4218-115,PINU15
4218-124,PINU24
4218-136,PINU36
4220-101,PINU1
4220-105,PINU5
4220-115,PINU15
4220-124,PINU24
4220-136,PINU36
4220-148,PINU48
4220-160,PINU60
4220-236,PINU36
4220-324,PINU24
4220-424,PINU24
4222-105,PINU5
4222-115,PINU15
4222-124,PINU24
4222-136,PINU36
4222-224,PINU24
4228-115,RHAP36
4228-236,RHAP36
4229-105,RHAP5
4229-115,RHAP15
4229-215,RHAP15
4235-705,ABUT5
4239-505,ROSA5
4240-115,PIST15
4240-124,PIST24
4240-136,PIST36
4240-160,PIST60
4240-215,PIST15
4240-224,PIST24
4240-236,PIST36
4240-260,PIST60
4240-324,PIST24
4240-336,PIST36
4240-436,PIST36
4240-736,PIST36
4242-005,PITT5
4246-001,TYPH1
4246-101,TYPH1
4250-115,PITT15
4250-215,PITT15
4250-501,PITT1
4250-505,PITT5
4250-515,PITT15
4250-524,PITT24
4250-601,PITT5
4250-701,PITT1
4250-801,PITT5
4251-401,PITT1
4251-505,PITT5
4252-515,PITT15
4254-501,PITT1
4254-505,PITT5
4254-515,PITT15
4254-515,PITT15
4256-405,PITT5
4256-501,PITT1
4256-505,PITT5
4256-515,PITT15
4256-605,PITT5
4256-615,PITT15
4256-705,PITT5
4257-005,PITT5
4257-105,PITT5
4257-501,PITT1
4257-505,PITT5
4257-605,PITT15
4258-101,PITT1
4258-105,PITT5
4258-115,PITT15
4258-124,PITT24
4258-136,PITT36
4258-148,PITT48
4258-201,PITT1
4258-205,PITT5
4258-215,PITT15
4258-224,PITT24
4258-248,PITT48
4258-301,PENN1
4258-305,PENN5
4258-315,PITT15
4258-324,PITT24
4258-336,PITT36
4258-401,PITT1
4258-405,PENN1
4258-415,YUCC15
4258-500,PENS5
4258-505,PENS5
4258-515,YUCC15
4258-605,PITT5
4258-615,YUCC15
4258-715,YUCC15
4258-805,PENN5
4258-815,YUCC15
4259-005,PITT5
4259-015,YUCC15
4259-024,YUCC24
4259-025,YUCC15
4259-048,YUCC48
4259-105,YUCC5
4259-115,YUCC15
4259-124,YUCC24
4259-136,YUCC36
4259-148,YUCC48
4259-215,YUCC15
4259-224,YUCC24
4259-225,YUCC15
4259-236,YUCC36
4259-305,YUCC5
4259-315,YUCC15
4259-324,YUCC24
4259-405,YUCC5
4259-415,PITT15
4259-424,PITT24
4259-436,YUCC36
4259-505,PITT5
4259-506,PITT1
4259-508,YUCC5
4259-515,PITT15
4259-524,PITT24
4259-536,PITT36
4259-615,YUCC5
4259-624,YUCC24
4259-625,YUCC15
4259-715,PITT15
4259-716,PITT15
4259-724,PITT24
4259-725,PITT24
4259-736,PITT36
4259-815,YUCC15
4259-824,PITT24
4259-915,YUCC15
4259-924,PITT24
4260-015,PITT15
4260-115,PITT15
4260-505,PITT5
4261-001,PITT1
4261-505,PITT5
4261-605,PITT5
4261-615,PITT15
4261-705,PITT5
4261-715,PITT15
4261-805,PITT5
4261-905,PITT5
4262-015,YUCC15
4262-555,CORE1
4285-305,PITT5
4291-601,SALV1
4299-315,RHAP15
4300-048,PLAT48
4300-101,PLAT1
4300-105,PLAT5
4300-115,PLAT15
4300-124,PLAT24
4300-136,PLAT36
4300-148,PLAT48
4300-184,PLAT84
4300-196,PLAT96
4300-215,PLAT15
4300-224,PLAT24
4300-236,PLAT36
4300-324,PLAT24
4300-336,PLAT36
4300-348,PLAT48
4300-424,PLAT24
4300-436,PLAT36
4300-448,PLAT48
4300-460,PLAT60
4300-536,PLAT36
4300-548,PLAT48
4300-636,PLAT36
4301-124,AESC24
4301-136,AESC36
4301-224,AESC24
4302-101,JUGL
4302-115,JUGL
4302-115,JUGL1
4302-148,JUGL
4302-160,JUGL60
4304-000,GC
4304-000,LINER
4304-001,JUNC1
4304-101,JUNC1
4304-115,JUGL
4304-136,JUGL36
4304-200,PLUG
4304-201,JUNC1
4304-204,COLOR
4304-301,JUNC1
4304-401,JUNC1
4304-501,JUNC1
4304-505,JUNC5
4304-601,JUNC1
4304-605,JUNC5
4304-701,JUNC1
4304-705,JUNC5
4304-805,JUNC5
4304-905,JUNC5
4306-101,PLAT1
4306-105,PLAT5
4306-115,PLAT15
4306-124,PLAT24
4306-130,PLAT30
4306-136,PLAT36
4306-148,PLAT48
4306-160,PLAT60
4306-224,PLAT24
4306-236,PLAT36
4306-242,PLAT42
4306-248,PLAT48
4306-260,PLAT60
4306-324,PLAT24
4306-336,PLAT36
4306-348,PLAT48
4306-360,PLAT60
4306-424,PLAT24
4306-436,PLAT36
4306-448,PLAT48
4306-460,PLAT60
4306-536,PLAT36
4306-548,PLAT48
4306-560,PLAT60
4306-572,PLAT1
4306-648,PLAT48
4306-660,PLAT60
4308-101,PLAT1
4308-105,PLAT5
4308-115,PLAT15
4308-124,PLAT24
4308-136,PLAT36
4308-148,PLAT48
4308-160,PLAT60
4308-174,PLAT72
4308-201,PLAT1
4308-205,PLAT5
4308-206,PLAT36
4308-215,PLAT15
4308-224,PLAT24
4308-230,PLAT30
4308-236,PLAT36
4308-242,PLAT42
4308-248,PLAT48
4308-260,PLAT60
4308-272,PLAT72
4308-315,PLAT15
4308-324,PLAT24
4308-348,PLAT48
4308-372,PLAT72
4308-415,PLAT15
4308-424,PLAT24
4308-448,PLAT48
4308-524,PLAT24
4308-724,PLAT24
4308-736,PLAT36
4308-836,PLAT36
4309-160,PLAT60
4309-260,PLAT60
4310-115,PLAT15
4310-124,PLAT24
4310-324,PLAT24
4311-115,PSID15
4311-148,PSID48
4311-215,PSID15
4311-224,PSUD24
4315-148,QUER48
4315-160,QUER60
4315-248,QUER48
4315-260,QUER60
4315-336,QUER36
4315-348,QUER48
4315-438,QUER48
4321-517,ABUT5
4325-515,ABUT15
4325-516,ABUT5
4325-517,ABUT15
4328-115,BAMB15
4328-201,BAMB
4328-215,BAMB15
4328-315,BAMB15
4350-501,PLUM1
4350-505,PLUM5
4350-515,PLUM15
4350-601,PLUM1
4350-605,PLUM5
4350-615,PLUM15
4350-701,PLUM1
4350-705,PLUM5
4350-805,PLUM5
4350-905,PLUM5
4358-505,PUNI5
4358-515,PUNI15
4358-524,CITR24
4358-524,PUNI24
4358-624,PUNI24
4358-624,CITR24
4358-724,PUNI24
4358-724,CITR24
4358-824,CITR24
4358-824,PUNI24
4360-124,PLUM24
4360-505,PLUM5
4360-515,PLUM15
4365-005,POA5
4365-101,POA1
4370-005,RHAP5
4370-105,PODO5
4370-115,PODO15
4370-124,PODO24
4370-136,PODO36
4370-148,PODO48
4370-149,PODO36
4370-172,PODO72
4370-205,PODO5
4370-215,PODO15
4370-224,PODO24
4370-236,PODO36
4370-248,PODO48
4370-305,PODO5
4370-315,PODO15
4370-324,PODO24
4370-336,PODO36
4370-348,PODO48
4370-405,PODO5
4370-424,PODO24
4370-436,PODO36
4370-448,PODO48
4370-524,PODO24
4370-536,PODO36
4370-548,PODO48
4370-605,PODO5
4370-615,PODO15
4370-636,PODO36
4371-124,PODO24
4371-215,PODO15
4371-824,PODO24
4372-024,PODO24
4372-105,PODO5
4372-115,PODO15
4372-124,PODO24
4372-205,PODO5
4372-215,PODO15
4372-236,PODO36
4372-315,PODO15
4372-336,PODO36
4372-415,PODO15
4372-615,PODO15
4372-715,PODO15
4372-995,PODO5
4374-105,PODO5
4374-115,PODO15
4374-124,PODO24
4374-224,PODO24
4374-324,PODO24
4374-420,PODO24
4374-424,PODO24
4374-715,PODO15
4375-105,PODO5
4375-115,PODO15
4375-124,PODO24
4375-125,PODO24
4375-205,PODO5
4375-224,PODO24
4375-324,PODO24
4376-115,PODO15
4376-124,PODO24
4380-115,POPU15
4380-124,POPU24
4380-136,POPU48
4380-148,POPU48
4380-201,POPU1
4380-201,POPU1
4381-101,POPU1
4381-115,POPU15
4381-124,POPU24
4381-136,POPU24
4381-148,POPU48
4381-224,POPU24
4382-105,PORT5
4382-115,PORT15
4382-205,PORT5
4382-215,PORT15
4382-315,PORT15
4391-001,NYMP
4391-124,NYSA24
4391-601,SANT1
4400-105,PODO5
4400-115,PODO15
4405-215,ABUT15
44-5823,HAWS
44-5824,HAWS
44-5825,HAWS
44-5827,HAWS
44-5828,HAWS
44-5829,HAWS
4480-048,PRUN48
4480-115,PRUN15
4480-124,PRUN24
4480-136,PRUN36
4480-148,PRUN48
4480-224,PRUN24
4480-324,PRUN24
4480-424,PRUN24
4481-215,PRUN15
4481-705,PRUN5
4482-024,PRUN24
4482-101,PRUN1
4482-105,PRUN5
4482-115,PRUN15
4482-124,PRUN24
4482-136,PRUN36
4482-224,PRUN24
4482-236,PRUN36
4482-315,PRUN15
4482-324,PRUN24
4482-336,PRUN36
4482-436,PRUN36
4482-924,PRUN24
4483-124,PRUN24
4484-024,PRUN24
4484-115,PRUN15
4484-124,PRUN24
4484-136,PRUN36
4484-148,PRUN48
4484-224,PRUN24
4484-236,PRUN36
4484-324,PRUN24
4484-336,PRUN36
4484-424,PRUN24
4484-505,PRUN5
4484-515,PRUN15
4484-524,PRUN24
4484-615,PRUN15
4484-624,PRUN24
4484-724,PRUN24
4484-924,PRUN24
4485-036,PRUN36
4485-115,PRUN15
4485-136,MICH36
4485-236,MICH36
4485-315,MICH15
4485-315,MICH15
4485-401,PRUN1
4485-501,PRUN1
4485-505,PRUN5
4485-515,PRUN15
4485-516,PRUN15
4485-517,PRUN15
4485-524,PRUN24
4485-536,PRUN36
4485-624,PRUN24
4485-625,PRUN24
4485-626,PRUN24
4485-636,PRUN36
4485-648,PRUN48
4486-115,PRUN15
4486-116,TURF
4486-124,PRUN24
4486-136,PRUN36
4486-148,PRUN48
4486-336,PRUN36
4486-505,PRUN5
4486-524,PRUN24
4486-536,PRUN36
4487-101,PRUN1
4487-505,PRUN5
4487-515,PRUN15
4487-524,PRUN24
4487-605,PRUN5
4487-615,PRUN15
4487-624,PRUN24
4487-724,PRUN24
4488-505,PRUN5
4489-115,PRUN15
4489-505,PRUN5
4490-105,PRUN5
4490-115,PRUN15
4490-124,PRUN24
4490-215,PRUN15
4490-505,PRUN5
4492-505,PRUN5
4502-005,PYRO15
4502-015,PYRO15
4504-348,PYRU48
45-1330,REWATER
45-1331,REWATER
45-1332,REWATER
45-1333,REWATER
4551-111,LOBU5
4560-124,PROS24
4560-136,PROS36
4560-148,PROS48
4560-224,PROS24
4560-236,PROS36
4560-324,PROS24
4560-336,PROS36
4560-424,PROS24
4560-436,PROS36
4560-501,PROS15
4560-524,PROS24
4560-536,PROS36
4560-615,PROS15
4560-624,PROS24
4560-715,PROS15
4560-724,PROS24
4590-115,PYRU15
4590-124,PYRU24
4590-130,PYRU30
4590-136,PYRU36
4590-148,PYRU48
4590-236,PYRU36
4591-124,PYRU24
4591-148,PYRU48
4591-224,PYRU24
4592-115,PYRU15
4592-124,PYRU24
4592-136,PYRU36
4592-215,PYRU15
4592-224,PYRU24
4592-315,PYRU15
4592-324,PYRU24
4592-424,PYRU24
4592-636,PYRU36
4593-124,PYRU24
4594-105,PYRU5
4594-115,PYRU15
4594-124,PYRU24
4594-130,PYRU30
4594-136,PYRU36
4594-148,PYRU48
4594-160,PYRU60
4594-205,PYRU5
4594-215,PYRU15
4594-224,PYRU24
4594-236,PYRU36
4594-248,PYRU48
4594-260,PYRU60
4594-315,PYRU15
4595-001,PYRA1
4595-015,PYRA15
4595-405,PYRA5
4595-415,PYRA15
4595-501,PYRA1
4595-505,PYRA5
4595-515,PYRA15
4595-555,PYRA5
4595-601,PYRA1
4595-605,PYRA5
4595-715,PYRA15
4595-801,PYRA1
4595-805,PYRA5
4595-815,PYRA15
4595-901,PYRA1
4595-915,PYRA15
4596-136,PYRU36
4596-236,PRUN36
4596-336,PRUN36
4596-436,PRUN36
4596-505,PYRA5
4597-505,PYRA5
4598-505,PYRA5
4605-405,PENN5
46-1000,WIRE
46-1010,WIRE
46-1010,IRRBID
4610-101,QUER1
4610-105,QUER5
4610-108,QUER120
46-1011,IRRBID
46-1011,WIRE
4610-115,QUER15
46-1012,IRRBID
46-1012,WIRE
4610-120,QUER120
4610-124,QUER24
4610-136,QUER36
4610-148,QUER48
4610-149,QUER48
4610-160,QUER60
4610-161,QUER60
4610-184,QUER84
4610-215,QUER5
4610-236,QUER36
4610-248,QUER48
4610-260,QUER60
4610-272,QUER72
4610-273,QUER72
4610-274,QUER72
4610-284,QUER84
4610-324,QUER24
4610-336,QUER36
4610-348,QUER48
4610-360,QUER60
4610-372,QUER72
4610-384,QUER84
4610-415,QUER15
4610-448,QUER48
4610-460,QUER60
4610-615,QUER15
4610-715,QUER15
4610-724,QUER24
4610-736,QUER36
4610-748,QUER48
4610-760,QUER60
4610-805,QUER5
4610-815,QUER15
4610-824,QUER24
4610-848,QUER48
4610-915,QUER36
4610-924,QUER24
4611-105,QUER5
4611-115,QUER15
4611-215,QUER5
4611-501,QUER1
4611-515,QUER15
4611-815,QUER15
4615-024,QUER24
4615-101,QUER1
4615-105,QUER5
4615-115,QUER15
4615-124,QUER24
4615-136,QUER36
4615-205,QUER5
4615-224,QUER24
4615-236,QUER36
4615-324,QUER24
4615-424,QUER24
4615-524,QUER24
4615-624,QUER24
4615-724,QUER24
4630-036,QUER36
4630-101,QUER1
4630-105,QUER5
4630-115,QUER15
4630-124,QUER24
4630-136,QUER36
4630-138,QUER36
4630-148,QUER48
4630-172,QUER72
4630-236,QUER36
4630-248,QUER48
4630-272,QUER72
4630-336,QUER36
4630-348,QUER48
4630-372,QUER72
4630-436,QUER36
4630-472,QUER72
4630-536,QUER36
4630-636,QUER36
4630-660,QUER60
4630-736,QUER36
4630-760,QUER60
4630-836,QUER36
4630-848,QUER48
4630-860,QUER60
4630-936,QUER36
4630-948,QUER48
4630-960,QUER60
4640-501,RHAM1
4640-901,RHAM1
4641-000,LINER
4641-501,RHAM1
4641-502,RHAM1
4642-000,LINER
4642-115,RHAM15
4642-215,RHAM15
4642-315,RHAM15
4642-501,RHAM1
4642-505,RHAM5
4642-515,RHAM15
4642-605,RHAM5
4642-615,RHAM15
4642-705,RHAM5
4643-000,LINER
4700-001,RHAP1
4700-101,RHAP1
4700-105,RHAP5
4700-115,RHAP15
4700-201,ROSM1
4700-301,RHAP1
4700-501,RAP1
4700-501,RHAP1
4700-505,RHAP5
4700-515,RHAP15
4700-615,RHAP15
4701-501,RAP1
4701-501,RHAP1
4701-505,RHAP5
4701-515,RHAP15
4701-516,RHAP15
4701-517,RHAP15
4702-501,RAP1
4702-501,RHAP1
4702-505,RHAP5
4702-515,RHAP15
4705-001,RHAP1
4705-105,PHOR5
4705-205,PHOR5
4705-305,PHOR5
4705-405,PHOR5
4705-501,RHAP1
4705-501,RAP1
4705-505,RHAP5
4705-515,RHAP15
4705-605,RHAP5
4710-115,QUER15
4710-501,RAP1
4710-501,RHAP1
4710-505,RHAP5
4710-515,RHAP15
4712-105,RHAP5
4712-115,RHAP15
4712-305,RHAP5
4712-405,RHAP5
4712-505,RHAP5
4713-505,RHAP5
4715-105,RHAP5
4715-501,RAP1
4715-501,RHAP1
4715-505,RHAP5
4715-515,RHAP15
4720-501,RHAP1
4720-501,RAP1
4720-505,RHAP5
4720-515,RHAP15
4721-501,RHAP1
4721-501,RAP1
4721-505,RHAP5
