factor_code,part_number,quantity
490,33-2520,1.0
223.3,33-2580,1.0
241.1,33-2580,1.0
340.3,33-2580,1.0
350.3,33-2580,1.0
360.4,33-2580,1.0
370.4,33-2580,1.0
223.2,33-2581,1.0
340.7,33-2581,1.0
350.1,33-2582,1.0
471,33-2603,1.0
652,33-2605,2.0
500,33-3018,0.15
501,33-3018,0.05
503,33-3018,0.05
505,33-3018,0.02
505.11,33-3018,0.015
505.3,33-3018,0.015
507,33-3018,0.009
507.8,33-3018,0.01
510,33-3018,0.003
519,33-3018,0.003
520,33-3018,0.0011
522,33-3018,0.0002
535,33-3026,0.000238
223.1,33-4500,1.0
350.2,33-4500,1.0
360.3,33-4500,1.0
370.3,33-4500,1.0
220.3,33-4510,2.0
223.1,33-4510,2.0
223.6,33-4510,2.0
241,33-4510,2.0
350.2,33-4510,2.0
360.3,33-4510,2.0
370.3,33-4510,2.0
370.9,33-4510,2.0
191,33-4520,0.125
200.1,33-4520,0.1
201.1,33-4520,0.1
202.1,33-4520,0.1
203.1,33-4520,0.1
204.1,33-4520,0.1
205.1,33-4520,0.1
206.1,33-4520,0.1
207.1,33-4520,0.1
1000.1,33-4520,0.125
1000.2,33-4520,0.125
1001.1,33-4520,0.1
1002.1,33-4520,0.1
1003.1,33-4520,0.1
1004.1,33-4520,0.1
1005.1,33-4520,0.1
500.2,33-4521,5.0
501.2,33-4521,3.0
503.2,33-4521,3.0
505.8,33-4521,3.0
506.2,33-4521,3.0
607,33-5052,1.0
619,33-5056,1.0
380.5,33-5070,2.0
432,33-5070,2.0
637.4,33-5070,8.0
607,40-0007,1.0
619,40-0007,1.0
207.2,401-005UV,2.0
207.3,401-005UV,2.0
601,40-1020,1.0
601.1,40-1020,1.0
601.2,40-1020,1.0
601.3,40-1020,1.0
601.4,40-1020,1.0
602,40-1020,1.0
605,40-1020,1.0
605.1,40-1020,1.0
610,40-1020,1.0
610.1,40-1020,1.0
611,40-1020,1.0
611.1,40-1020,1.0
615,40-1020,1.0
615.1,40-1020,1.0
616,40-1020,1.0
616.1,40-1020,1.0
617,40-1020,1.0
630,40-1020,1.0
630.2,40-1020,1.0
630.3,40-1020,1.0
630.5,40-1020,1.0
651,40-1020,1.0
380.5,40-1054,1.0
619,401-070,1.0
605,40-1100,1.0
605.1,40-1100,1.0
606,40-1100,1.0
610,40-1100,1.0
630.4,40-1100,2.0
630.5,40-1100,1.0
605.1,40-1140,0.0
630.5,40-1140,1.0
638,40-1260,1.0
630.1,40-1280,1.0
630.4,40-1300,1.0
602,40-1385,1.0
630.5,40-1397,1.0
630.6,40-1397,1.0
600.4,40-1412,1.0
602.1,40-1420,1.0
651.1,40-1420,1.0
243,40-1421,1.0
402.3,40-1421,1.0
402.4,40-1421,1.0
402.5,40-1421,1.0
636.8,40-1421,1.0
402.7,40-1427,1.0
600,40-1440,1.0
600.1,40-1440,1.0
600.3,40-1441,1.0
600.7,40-1461,1.0
499,40-1462,3.0
499.2,40-1462,4.0
499.3,40-1462,3.0
499.4,40-1462,3.0
500,40-1462,2.0
500.1,40-1462,2.0
500.2,40-1462,2.0
501,40-1462,2.0
501.1,40-1462,2.0
501.2,40-1462,2.0
501.3,40-1462,2.0
502,40-1462,1.0
502.1,40-1462,1.0
503,40-1462,1.0
503.1,40-1462,1.0
503.2,40-1462,1.0
503.3,40-1462,1.0
503.4,40-1462,1.0
504,40-1462,1.0
504.1,40-1462,1.0
505,40-1462,1.0
505.1,40-1462,1.0
505.11,40-1462,1.0
505.2,40-1462,1.0
505.3,40-1462,1.0
505.4,40-1462,1.0
505.5,40-1462,1.0
505.6,40-1462,1.0
505.7,40-1462,1.0
505.8,40-1462,1.0
505.9,40-1462,1.0
506,40-1462,1.0
506.1,40-1462,1.0
506.2,40-1462,1.0
507,40-1462,1.0
507.1,40-1462,1.0
507.2,40-1462,1.0
507.3,40-1462,1.0
507.4,40-1462,1.0
507.5,40-1462,1.0
507.6,40-1462,1.0
507.7,40-1462,1.0
507.8,40-1462,1.0
508,40-1462,1.0
508.1,40-1462,1.0
509,40-1462,1.0
509.1,40-1462,1.0
509.2,40-1462,1.0
509.3,40-1462,1.0
510,40-1462,1.0
510.1,40-1462,1.0
510.2,40-1462,1.0
510.3,40-1462,1.0
510.4,40-1462,1.0
510.5,40-1462,1.0
510.6,40-1462,0.0
511,40-1462,1.0
511.1,40-1462,1.0
511.2,40-1462,1.0
512,40-1462,1.0
512.1,40-1462,1.0
512.3,40-1462,1.0
630.4,40-1462,1.0
601,40-1501,1.0
601.3,40-1501,1.0
601.1,40-1502,1.0
600.5,40-1503,1.0
601.2,40-1520,1.0
605,40-1560,1.0
606,40-1560,1.0
605.1,40-1561,1.0
610,40-1580,1.0
611,40-1580,1.0
610.1,40-1581,1.0
611.1,40-1581,1.0
604,40-1602,1.0
604,40-1620,1.0
605,40-1620,1.0
605.1,40-1620,1.0
610,40-1620,1.0
610.1,40-1620,1.0
615,40-1620,1.0
615.1,40-1620,1.0
616,40-1620,1.0
616.1,40-1620,1.0
651,40-1620,1.0
606,40-1640,1.0
611,40-1640,1.0
611.1,40-1640,1.0
618,40-1640,1.0
637.5,40-1749,1.0
620,40-1860,0.05
620.1,40-1860,0.1
621.1,40-1860,0.02
600.1,40-1880,1.0
601.1,40-1880,1.0
610.1,40-1880,1.0
611,40-1880,1.0
611.1,40-1880,1.0
617,40-1880,1.0
625,40-1880,0.1
625.1,40-1880,0.08
625.2,40-1880,0.05
625.21,40-1880,0.1
627,40-1890,0.07
627.11,40-1890,0.1
619,40-1973,4.0
600,40-1974,2.0
600.1,40-1974,2.0
600.2,40-1974,2.0
600.3,40-1974,2.0
600.4,40-1974,2.0
600.5,40-1974,2.0
600.6,40-1974,2.0
600.7,40-1974,2.0
600.8,40-1974,2.0
600.9,40-1974,2.0
601,40-1974,2.0
601.1,40-1974,2.0
601.2,40-1974,2.0
601.3,40-1974,2.0
601.4,40-1974,2.0
602,40-1974,2.0
602.1,40-1974,2.0
602.2,40-1974,2.0
603,40-1974,2.0
604,40-1974,2.0
605,40-1974,2.0
605.1,40-1974,2.0
606,40-1974,2.0
607,40-1974,2.0
610,40-1974,2.0
610.1,40-1974,2.0
611,40-1974,2.0
611.1,40-1974,2.0
615,40-1974,2.0
615.1,40-1974,2.0
616,40-1974,2.0
616.1,40-1974,2.0
617,40-1974,2.0
618,40-1974,2.0
630,40-1974,2.0
630.2,40-1974,1.0
630.3,40-1974,2.0
651,40-1974,2.0
545,40-1975.1,4.0
545.1,40-1975.1,4.0
545.2,40-1975.1,6.0
545.3,40-1975.1,3.0
545.4,40-1975.1,4.0
634,40-1980,0.1
634.1,40-1985,0.1
628,40-1990,0.06
628.1,40-1996,0.02
629,40-2000,0.03
629.11,40-2000,0.07
207.2,402-005UV,3.0
207.3,402-005UV,1.0
631,40-2010,0.03
631.11,40-2010,0.07
632,40-2020,0.05
632.11,40-2020,0.1
633,40-2050,2.0
633.1,40-2050,1.0
633.1,40-2080,2.0
402.1,40-2145,1.0
412,40-2145,1.0
420.2,40-2145,1.0
380.2,40-2146,1.0
381,40-2146,1.0
636.4,40-4009,0.2
638.5,40-4009,100.0
638.6,40-4009,200.0
641,40-4009,0.1
615.1,40-4012,1.0
616.1,40-4019,1.0
651,40-4019,1.0
615,40-4020,1.0
616,40-4022,1.0
602.2,40-4030,1.0
631.2,40-4057,0.2
600.2,40-4090,1.0
600.6,40-4092,1.0
601.4,40-4100,1.0
600.9,40-4106,1.0
618,40-5207,1.0
380.1,40-5218,1.0
400,40-5218,1.0
400.1,40-5218,1.0
402,40-5218,1.0
402.2,40-5218,1.0
410,40-5218,1.0
410.1,40-5218,1.0
411,40-5218,1.0
420,40-5218,1.0
420.3,40-5218,1.0
420.4,40-5218,1.0
461,40-5218,1.0
207.2,406-005UV,2.0
207.3,406-005UV,2.0
395,406-010,2.0
402.4,407-005,1.0
207.2,407-005UV,2.0
207.3,407-005UV,2.0
270.1,408-015BS,4.0
449,41-1501,0.15
450,41-1501,0.15
451,41-1501,10.0
638.9,412-005UV,1.0
701,437-166,4.0
650,44-5826,1.0
270.1,498-015BS,1.0
903,5010-000,0.35
498,9300-100,5.0
498.1,9300-100,5.0
499,9300-100,10.0
499.2,9300-100,18.0
499.3,9300-100,10.0
499.4,9300-100,8.0
500,9300-100,3.0
500.1,9300-100,3.0
500.2,9300-100,3.0
501,9300-100,1.0
501.1,9300-100,1.0
501.2,9300-100,1.0
501.3,9300-100,0.8
502,9300-100,1.0
502.1,9300-100,0.8
503,9300-100,0.7
503.1,9300-100,0.6
503.2,9300-100,0.8
503.4,9300-100,0.7
504,9300-100,0.4
504.1,9300-100,0.4
505,9300-100,0.3
505.1,9300-100,0.3
505.11,9300-100,0.3
505.2,9300-100,0.3
505.3,9300-100,0.3
505.4,9300-100,0.3
505.5,9300-100,0.3
505.6,9300-100,0.3
505.8,9300-100,0.3
506,9300-100,0.2
506.1,9300-100,0.15
506.2,9300-100,0.15
507,9300-100,0.25
507.1,9300-100,0.12
507.2,9300-100,0.12
507.3,9300-100,0.12
507.4,9300-100,0.12
507.6,9300-100,0.12
507.7,9300-100,0.25
507.8,9300-100,0.25
508,9300-100,0.15
508.1,9300-100,0.15
509,9300-100,0.15
509.1,9300-100,0.12
509.2,9300-100,0.12
509.3,9300-100,0.12
510,9300-100,0.05
510.1,9300-100,0.05
510.2,9300-100,0.05
510.3,9300-100,0.05
510.4,9300-100,0.05
510.5,9300-100,0.05
511,9300-100,0.05
511.1,9300-100,0.05
511.2,9300-100,0.05
512,9300-100,0.05
512.1,9300-100,0.05
512.3,9300-100,0.05
513,9300-100,0.02
513.1,9300-100,0.015
513.2,9300-100,0.015
513.3,9300-100,0.015
513.4,9300-100,0.015
513.5,9300-100,0.015
514,9300-100,0.02
514.1,9300-100,0.015
514.2,9300-100,0.02
515,9300-100,0.02
515.1,9300-100,0.015
516,9300-100,0.003
517,9300-100,0.002
518,9300-100,0.002
519,9300-100,0.05
520,9300-100,0.015
521,9300-100,0.15
522,9300-100,0.016
523,9300-100,0.002
525,9300-100,0.05
526,9300-100,0.02
527,9300-100,0.002
527.5,9300-100,0.12
528,9300-100,0.05
529,9300-100,0.015
568,9300-100,0.02
801,9300-100,0.14
802,9300-100,0.044
803,9300-100,0.008
804,9300-100,0.38
899,9300-100,0.38
900,9300-100,0.14
901,9300-100,0.044
902,9300-100,0.008
904,9300-100,0.3
510.1,9300-101,2.0
513.1,9300-101,2.0
513.2,9300-101,1.0
505.4,9300-102,2.0
507.1,9300-102,2.0
621,9300-111,0.08
100,9300-120,0.12
101,9300-120,0.093
102,9300-120,0.064
370.7,9300-120,1.0
371.2,9300-120,1.0
371.4,9300-120,1.0
371.5,9300-120,1.0
371.6,9300-120,1.0
110,9300-140,0.16
111,9300-140,0.13
112,9300-140,0.159
113,9300-140,0.1136
125,9300-140,0.068
370,9300-140,1.0
370.1,9300-140,1.0
370.8,9300-140,1.0
371,9300-140,1.0
372,9300-140,1.0
120,9300-160,0.14
121,9300-160,0.11
122,9300-160,0.134
123,9300-160,0.095
126,9300-160,0.057
449,9300-160,1.0
450,9300-160,4.0
700,9300-160,1.0
127,9300-180,0.041
130,9300-180,0.11
131,9300-180,0.09
132,9300-180,0.095
133,9300-180,0.068
128,9300-200,0.04
140,9300-200,0.1
141,9300-200,0.09
142,9300-200,0.093
143,9300-200,0.066
129,9300-220,0.038
150,9300-220,0.09
151,9300-220,0.1
152,9300-220,0.08
153,9300-220,0.07
208,9300-220,0.015
451,9300-220,3.0
135,9300-240,0.025
160,9300-240,0.051
161,9300-240,0.039
162,9300-240,0.059
163,9300-240,0.042
209,9300-240,0.015
136,9300-260,0.028
170,9300-260,0.027
171,9300-260,0.047
153.1,9300-261,0.01
137,9300-280,0.025
180,9300-280,0.074
181,9300-280,0.059
625.4,9300-280,0.05
626,9300-281,0.1
626.1,9300-281,0.08
627.1,9300-282,0.07
627.12,9300-282,0.1
630.6,9300-283,1.0
630.6,9300-284,1.0
630.6,9300-285,1.0
200,9300-300,0.15
200.1,9300-300,0.15
186,9300-310,0.0275
194,9300-311,0.0275
632.1,9300-311,0.05
632.12,9300-311,0.06
631.1,9300-312,0.03
631.12,9300-312,0.06
629.1,9300-313,0.03
629.12,9300-313,0.06
201,9300-320,0.15
201.1,9300-320,0.15
202,9300-340,0.1
202.1,9300-340,0.1
203,9300-360,0.1
203.1,9300-360,0.1
204,9300-380,0.075
204.1,9300-380,0.075
205,9300-400,0.05
205.1,9300-400,0.05
206,9300-420,0.05
206.1,9300-420,0.05
207,9300-440,0.05
207.1,9300-440,0.05
190,9300-480,0.1
191,9300-480,0.05
1000.1,9300-481,0.05
193,9300-484,0.1
192,9300-485,0.1
340.1,9300-486,1.0
340.7,9300-486,1.0
340.6,9300-487,1.0
350.1,9300-488,1.0
350.6,9300-489,1.0
899,9300-662,9.0
900,9300-662,9.0
901,9300-662,6.0
902,9300-662,6.0
1000,9300-665,0.05
1000.2,9300-665,0.05
548,9300-666,1.0
1001,9300-666,0.1
1001.1,9300-666,0.2
643,9300-80,0.2
112,9301-100,1.0
113,9301-100,1.0
114.1,9301-100,1.0
122,9301-100,1.0
123,9301-100,1.0
124.1,9301-100,1.0
125,9301-100,1.0
126,9301-100,1.0
127,9301-100,1.0
128,9301-100,1.0
129,9301-100,1.0
132,9301-100,1.0
133,9301-100,1.0
134.1,9301-100,1.0
135,9301-100,1.0
136,9301-100,1.0
137,9301-100,1.0
142,9301-100,1.0
143,9301-100,1.0
144.1,9301-100,1.0
152,9301-100,1.0
153,9301-100,1.0
154.1,9301-100,1.0
162,9301-100,1.0
163,9301-100,1.0
164.1,9301-100,1.0
170,9301-100,1.0
171,9301-100,1.0
171.1,9301-100,1.0
172.1,9301-100,1.0
180,9301-100,1.0
181,9301-100,1.0
182.1,9301-100,1.0
185.1,9301-100,1.0
186,9301-100,1.0
186.2,9301-100,1.0
187.1,9301-100,1.0
187.2,9301-100,1.0
194,9301-100,1.0
208,9301-100,1.0
209,9301-100,1.0
628,9301-100,1.0
628.1,9301-100,1.0
629,9301-100,1.0
629.1,9301-100,1.0
629.11,9301-100,1.0
629.12,9301-100,1.0
631,9301-100,1.0
631.1,9301-100,1.0
631.11,9301-100,1.0
631.12,9301-100,1.0
631.2,9301-100,1.0
631.3,9301-100,1.0
632,9301-100,1.0
632.1,9301-100,1.0
632.11,9301-100,1.0
632.12,9301-100,1.0
634,9301-100,1.0
634.1,9301-100,1.0
100,9301-120,0.4
101,9301-120,0.75
110,9301-120,0.4
111,9301-120,0.75
120,9301-120,0.4
121,9301-120,0.75
130,9301-120,0.4
131,9301-120,0.75
140,9301-120,0.4
141,9301-120,0.75
150,9301-120,0.4
151,9301-120,0.75
153.1,9301-120,1.0
160,9301-120,0.4
161,9301-120,0.75
431,9301-120,0.1
100,9301-140,0.6
101,9301-140,0.25
110,9301-140,0.6
111,9301-140,0.25
120,9301-140,0.6
121,9301-140,0.25
130,9301-140,0.6
131,9301-140,0.25
140,9301-140,0.6
141,9301-140,0.25
150,9301-140,0.6
151,9301-140,0.25
160,9301-140,0.6
161,9301-140,0.25
431,9301-140,0.5
636.3,9301-140,0.006
636.5,9301-140,0.6
636.6,9301-140,0.03
154,9301-160,0.008
154.1,9301-160,0.057
164,9301-160,0.008
164.1,9301-160,0.057
172,9301-160,0.015
172.1,9301-160,0.05
182,9301-160,0.015
182.1,9301-160,0.04
185,9301-160,0.02
185.1,9301-160,0.05
186,9301-160,0.057
186.1,9301-160,0.07
186.2,9301-160,0.05
187,9301-160,0.07
187.1,9301-160,0.06
187.2,9301-160,0.057
194,9301-160,0.07
627,9301-160,0.05
627.1,9301-160,0.05
627.11,9301-160,0.05
627.12,9301-160,0.05
628,9301-160,0.33
628.1,9301-160,0.33
629,9301-160,0.27
629.1,9301-160,0.27
629.11,9301-160,0.27
629.12,9301-160,0.27
631,9301-160,0.17
631.1,9301-160,0.17
631.11,9301-160,0.17
631.12,9301-160,0.17
632,9301-160,0.12
632.1,9301-160,0.12
632.11,9301-160,0.12
632.12,9301-160,0.12
634,9301-160,0.42
634.1,9301-160,0.45
639.6,9301-160,0.08
799,9301-160,0.01
1013,9301-160,0.09
380,9301-180,1.0
401,9301-180,1.0
636.5,9301-180,1.0
381.1,9301-182,1.0
401.1,9301-182,1.0
400.2,9301-183,1.0
420.5,9301-183,1.0
380,9301-210,0.056
380.1,9301-210,0.056
380.2,9301-210,0.056
380.4,9301-210,0.056
380.5,9301-210,0.056
380.6,9301-210,0.06
380.7,9301-210,0.056
381,9301-210,0.06
381.1,9301-210,0.056
381.2,9301-210,0.056
382,9301-210,0.085
382.1,9301-210,0.085
382.2,9301-210,0.085
400,9301-210,0.12
400.1,9301-210,0.12
400.2,9301-210,0.12
400.3,9301-210,0.15
400.4,9301-210,0.12
402,9301-210,0.04
402.1,9301-210,0.04
402.2,9301-210,0.04
402.6,9301-210,0.015
402.8,9301-210,0.015
403,9301-210,0.25
410,9301-210,0.12
410.1,9301-210,0.12
411,9301-210,0.12
412,9301-210,0.12
420,9301-210,0.12
420.2,9301-210,0.12
420.3,9301-210,0.12
420.4,9301-210,0.12
420.5,9301-210,0.12
420.6,9301-210,0.12
432,9301-210,0.03
472,9301-210,0.35
636.5,9301-210,0.056
639.8,9301-210,0.025
652,9301-210,0.12
701,9301-210,0.06
380,9301-240,1.0
380.1,9301-240,1.0
380.2,9301-240,1.0
380.4,9301-240,1.0
380.6,9301-240,1.0
380.7,9301-240,1.0
380.2,9301-241,1.0
380.4,9301-241,1.0
380.7,9301-241,1.0
400.2,9301-241,1.0
400.3,9301-241,1.0
400.4,9301-241,1.0
402.1,9301-241,1.0
402.6,9301-241,1.0
412,9301-241,1.0
420.2,9301-241,1.0
420.5,9301-241,1.0
420.6,9301-241,1.0
220.2,9301-244,1.0
223.5,9301-244,1.0
240.1,9301-244,1.0
242,9301-244,1.0
250.1,9301-244,1.0
340.5,9301-244,1.0
341,9301-244,1.0
350.5,9301-244,1.0
370.6,9301-244,1.0
370.7,9301-244,1.0
371.5,9301-244,1.0
371.6,9301-244,1.0
410,9301-244,1.0
410.1,9301-244,2.0
410.2,9301-244,1.0
410.3,9301-244,1.0
411,9301-244,1.0
412,9301-244,1.0
420,9301-244,1.0
420.1,9301-244,1.0
420.2,9301-244,1.0
420.3,9301-244,1.0
420.4,9301-244,1.0
420.5,9301-244,1.0
420.6,9301-244,1.0
259,9301-250,2.0
259.1,9301-250,2.0
260,9301-250,2.0
261,9301-250,2.0
261.1,9301-250,2.0
270,9301-250,2.0
280,9301-250,2.0
290,9301-250,2.0
291,9301-250,2.0
292,9301-250,2.0
300,9301-250,2.0
310,9301-250,2.0
320,9301-250,2.0
330,9301-250,2.0
410.2,9301-250,1.0
410.3,9301-250,1.0
410.4,9301-250,1.0
420.1,9301-250,1.0
380.2,9301-253,1.0
380.7,9301-253,1.0
400.2,9301-253,1.0
400.3,9301-253,1.0
402.1,9301-253,1.0
402.6,9301-253,1.0
412,9301-253,1.0
420.2,9301-253,1.0
420.5,9301-253,1.0
382,9301-257,1.0
382.1,9301-257,1.0
403,9301-257,1.0
472,9301-283,1.0
382.2,9301-299,1.0
400.3,9301-299,1.0
259,9301-301,1.0
259.1,9301-301,1.0
260,9301-301,1.0
261,9301-301,1.0
261.1,9301-301,1.0
262,9301-301,1.0
270,9301-301,1.0
270.1,9301-301,1.0
280,9301-301,1.0
290,9301-301,1.0
291,9301-301,1.0
292,9301-301,1.0
300,9301-301,1.0
310,9301-301,1.0
320,9301-301,1.0
330,9301-301,1.0
499.3,9302-181,6.0
501.1,9302-181,3.0
502.1,9302-181,3.0
503.1,9302-181,3.0
504.1,9302-181,3.0
505.7,9302-181,3.0
535,9302-222,7e-06
535.1,9302-222,7e-06
498,9302-240,30.0
498.1,9302-240,30.0
499,9302-240,40.0
499.2,9302-240,50.0
499.3,9302-240,40.0
499.4,9302-240,35.0
500,9302-240,20.0
500.1,9302-240,20.0
500.2,9302-240,20.0
501,9302-240,16.0
501.1,9302-240,16.0
501.2,9302-240,16.0
501.3,9302-240,13.0
502,9302-240,14.0
502.1,9302-240,14.0
503,9302-240,11.0
503.1,9302-240,11.0
503.2,9302-240,14.0
503.4,9302-240,11.0
504,9302-240,10.0
504.1,9302-240,10.0
505,9302-240,9.0
505.1,9302-240,9.0
505.11,9302-240,9.0
505.2,9302-240,9.0
505.3,9302-240,9.0
505.4,9302-240,9.0
505.5,9302-240,9.0
505.6,9302-240,9.0
505.7,9302-240,9.0
505.8,9302-240,9.0
506,9302-240,8.0
506.1,9302-240,8.0
506.2,9302-240,8.0
507,9302-240,7.0
507.1,9302-240,7.0
507.2,9302-240,7.0
507.3,9302-240,7.0
507.4,9302-240,7.0
507.6,9302-240,7.0
507.7,9302-240,7.0
507.8,9302-240,7.0
508,9302-240,7.0
508.1,9302-240,7.0
509,9302-240,7.0
509.1,9302-240,7.0
509.2,9302-240,7.0
509.3,9302-240,7.0
510,9302-240,6.0
510.1,9302-240,6.0
510.2,9302-240,6.0
510.3,9302-240,6.0
510.4,9302-240,6.0
510.5,9302-240,6.0
510.6,9302-240,6.0
511,9302-240,6.0
511.1,9302-240,6.0
511.2,9302-240,6.0
512,9302-240,6.0
512.1,9302-240,6.0
512.3,9302-240,6.0
513,9302-240,4.0
513.1,9302-240,4.0
513.2,9302-240,4.0
513.3,9302-240,4.0
513.4,9302-240,4.0
513.5,9302-240,4.0
514,9302-240,4.0
514.1,9302-240,4.0
514.2,9302-240,4.0
515,9302-240,4.0
515.1,9302-240,4.0
516,9302-240,2.0
517,9302-240,2.0
518,9302-240,2.0
519,9302-240,6.0
520,9302-240,4.0
521,9302-240,7.0
522,9302-240,2.0
523,9302-240,2.0
524,9302-240,1.0
524.1,9302-240,1.0
525,9302-240,6.0
526,9302-240,4.0
527,9302-240,2.0
527.5,9302-240,7.0
528,9302-240,6.0
529,9302-240,4.0
542,9302-240,9.0
542.1,9302-240,9.0
542.2,9302-240,10.0
543,9302-240,11.0
544,9302-240,7.0
544.1,9302-240,7.0
568,9302-240,2.0
801,9302-240,6.0
802,9302-240,4.0
803,9302-240,2.0
804,9302-240,7.0
899,9302-240,7.0
900,9302-240,6.0
901,9302-240,4.0
902,9302-240,2.0
904,9302-240,7.0
498,9302-241,2.0
499,9302-241,2.0
499.2,9302-241,3.0
499.4,9302-241,2.0
500,9302-241,2.0
501,9302-241,1.0
502,9302-241,1.0
503,9302-241,1.0
503.2,9302-241,1.0
503.3,9302-241,1.0
504,9302-241,1.0
505,9302-241,1.0
505.8,9302-241,1.0
505.9,9302-241,1.0
506,9302-241,1.0
501.3,9302-243,2.0
503.4,9302-243,2.0
505.3,9302-243,2.0
505.4,9302-243,2.0
505.6,9302-243,2.0
505.11,9302-245,4.0
505.5,9302-245,2.0
507,9302-245,4.0
507.3,9302-245,3.0
507.4,9302-245,2.0
507.5,9302-245,4.0
507.6,9302-245,2.0
507.7,9302-245,3.0
507.8,9302-245,4.0
509.1,9302-245,2.0
510,9302-245,3.0
510.3,9302-245,3.0
510.4,9302-245,2.0
510.5,9302-245,2.0
510.6,9302-245,2.0
512,9302-245,2.0
512.1,9302-245,2.0
513,9302-245,4.0
513.4,9302-245,3.0
513.5,9302-245,2.0
548,9302-245,4.0
801,9302-245,3.0
802,9302-245,3.0
804,9302-245,3.0
501.3,9302-245.1,6.0
503.4,9302-245.1,6.0
505.3,9302-245.1,4.0
505.5,9302-250,2.0
509,9302-250,2.0
509.1,9302-250,2.0
509.3,9302-250,1.0
512,9302-250,1.0
512.1,9302-250,2.0
512.3,9302-250,1.0
515,9302-250,1.0
515.1,9302-250,2.0
518,9302-250,1.0
509,9302-255,2.0
509.2,9302-255,2.0
509.3,9302-255,2.0
512.3,9302-255,2.0
515,9302-255,1.0
515.1,9302-255,2.0
518,9302-255,1.0
505.6,9302-260,2.0
508,9302-260,2.0
508.1,9302-260,1.0
511,9302-260,2.0
511.1,9302-260,1.0
511.2,9302-260,3.0
514,9302-260,2.0
514.1,9302-260,3.0
514.2,9302-260,1.0
542.1,9302-260,2.0
544.1,9302-260,2.0
505.11,9302-263,1.0
507.8,9302-263,1.0
535,9302-265,3e-05
535.1,9302-265,3e-05
542,9302-270,4.0
542.1,9302-270,5.0
542.2,9302-270,7.5
543,9302-270,10.0
544,9302-270,2.0
544.1,9302-270,1.0
800,9302-271,0.005
800.1,9302-271,0.006
800.2,9302-271,0.006
505.1,9302-273,3.0
506.1,9302-273,3.0
498.1,9302-274,3.0
500.1,9302-274,3.0
905,9303-002,225.0
637.5,9312-221,2.0
462,95-0009,1.0
635.11,95-0049,1.0
637.5,95-0049,1.0
800.1,95-0074,0.04
800.1,95-0078,0.0002
800.2,95-0078,0.0002
800.2,95-0122,0.07
635.11,95-0400,0.0
800.1,95-0410,0.006
800.2,95-0410,0.006
1011,95-0410,0.01
1013,95-0410,0.05
800,95-0411,0.001
800.1,95-0411,0.001
800.2,95-0411,0.001
639.7,GRAVEL,0.05
999,LABOR,0.0
